CustomerID,TimeSincePurchase,PurchaseCount,PurchaseValue,Cluster
12347.0,-1.9205685375886774,0.7758204449946015,0.8595746989504844,0
12348.0,0.07272604798820895,-0.04948891367595694,1.2829599134060699,0
12349.0,-0.9665754650154018,0.46393714497887084,0.39252259922558647,0
12352.0,0.12900934216311116,-1.1738844065480794,-0.4944654269728199,2
12353.0,1.0511869579188224,-1.1738844065480794,-0.3663728063445772,1
12354.0,1.1946577884659975,-0.04948891367595694,0.6439283334036622,1
12356.0,1.2567993080753,0.7758204449946015,1.994631432167834,0
12357.0,-0.5706191107171352,0.7758204449946015,0.8782698865248151,0
12359.0,-0.15698826536160224,1.152676572468744,1.071987875447785,0
12360.0,-0.23045490653790485,-1.1738844065480794,-0.9299793374466843,2
12362.0,-1.7974112866389105,1.152676572468744,0.9199204464057201,0
12363.0,1.242686889033996,-1.1738844065480794,-0.4755178497705636,1
12364.0,-1.464584490101535,0.7758204449946015,0.4743941225409013,0
12365.0,1.4582236486748699,-1.1738844065480794,-0.46159834613752687,1
12370.0,-0.2457819756912403,-1.1738844065480794,-0.11975973865678878,2
12371.0,-0.12896058143969638,-1.1738844065480794,0.06523721607165205,2
12372.0,0.025614640704947393,-1.1738844065480794,-0.4944654269728199,2
12377.0,1.5537696042858995,-0.04948891367595694,-0.1658059071087899,1
12378.0,0.5740031528054729,-0.04948891367595694,0.5621095497631765,1
12379.0,0.8551300717528898,-1.1738844065480794,-0.18500820099687001,1
12380.0,-0.17128126817773895,-0.04948891367595694,0.1999412177419514,2
12381.0,0.4952363716083845,-1.1738844065480794,-0.5966389028136426,1
12383.0,1.6144127907248396,0.46393714497887084,0.3737862970531086,1
12384.0,0.511382456548365,-1.1738844065480794,-0.18177504609502398,1
12386.0,1.7396273592964786,-1.1738844065480794,0.6529901456091637,1
12388.0,0.07272604798820895,1.152676572468744,1.2806650795225527,0
12390.0,0.1179704727775821,-1.1738844065480794,-0.9136154249082727,2
12391.0,-0.8718062887243815,0.46393714497887084,-1.2565635414257192,2
12393.0,1.2567993080753,-1.1738844065480794,-0.46159834613752687,1
12395.0,-0.9337841315026356,1.152676572468744,1.353207376676742,0
12397.0,-0.528762789596153,0.46393714497887084,0.3398611479930098,0
12398.0,-0.3428275338409784,-1.1738844065480794,-0.370461491327194,2
12399.0,1.0988606643366448,-1.1738844065480794,-0.5188041269248318,1
12405.0,0.7116606692935402,-0.04948891367595694,0.058620603587116474,1
12406.0,0.9333533338093917,-1.1738844065480794,0.6915487258219091,1
12407.0,-0.2771280926948725,0.46393714497887084,0.0015240312147247552,0
12408.0,-0.5922601702567512,0.9916231319563916,1.5957824998999124,0
12409.0,0.10682514572451424,0.7758204449946015,2.060481509035124,0
12410.0,1.526494721271075,-1.1738844065480794,-0.4944654269728199,1
12412.0,0.06113007576531145,-1.1738844065480794,-0.9846966366850879,2
12413.0,1.6365757878289908,-1.1738844065480794,-1.1360311779319288,1
12415.0,-0.7864962064116893,1.9887483732250542,3.7192735735575666,0
12417.0,1.4166262655843993,-1.1738844065480794,-0.1658059071087899,1
12423.0,1.0294814444432265,1.152676572468744,0.8545329870874819,0
12424.0,0.8046941953899704,-1.1738844065480794,0.8209193599943589,1
12426.0,0.9962927530041779,-1.1738844065480794,-0.370461491327194,1
12427.0,-0.11521496451590661,-1.1738844065480794,-0.5645854820383248,2
12428.0,0.5033350275333678,1.5399995262271409,1.4476739127897227,0
12429.0,-1.3455259894022833,-0.04948891367595694,-0.3753959897580612,2
12431.0,-0.528762789596153,1.5399995262271409,2.303974728520497,0
12432.0,0.867455149095764,0.7758204449946015,1.6782334679604458,0
12433.0,-2.3219755466810468,1.6029953110006219,1.7120108725455494,0
12434.0,1.3254429355941362,-1.1738844065480794,-0.46159834613752687,1
12435.0,0.1179704727775821,0.46393714497887084,2.4544842416090042,0
12437.0,-1.3455259894022833,1.3815997653735335,1.3794614072246734,0
